日期,价格
20170413,81237.50
20170414,80412.50
20170417,80362.50
20170418,80787.50
20170419,78925.00
20170420,78762.50
20170421,79462.50
20170424,78262.50
20170425,78337.50
20170426,78212.50
20170427,77650.00
20170428,78937.50
20170501,78937.50
20170502,80100.00
20170503,79525.00
20170504,77662.50
20170505,75768.75
20170508,76012.50
20170509,76550.00
20170510,77150.00
20170511,76731.25
20170512,77212.50
20170515,77162.50
20170516,76800.00
20170517,76700.00
20170518,75587.50
20170519,76187.50
20170522,78225.00
20170523,78075.00
20170524,77000.00
20170525,76037.50
20170526,75187.50
20170529,75187.50
20170530,75187.50
20170531,74225.00
20170601,73300.00
20170602,72725.00
20170605,73200.00
20170606,73400.00
20170607,73712.50
20170608,73025.00
20170609,73325.00
20170612,74262.50
20170613,73187.50
20170614,73006.25
20170615,73681.25
20170616,74375.00
20170619,73900.00
20170620,75062.50
20170621,74200.00
20170622,74912.50
20170623,75337.50
20170626,75943.75
20170627,75406.25
20170628,76275.00
20170629,76818.75
20170630,76812.50
20170703,77706.25
20170704,76675.00
20170705,76050.00
20170706,75662.50
20170707,75125.00
20170710,75025.00
20170711,75048.75
20170712,76512.50
20170713,77050.00
20170714,76537.50
20170717,79625.00
20170718,80150.00
20170719,80156.25
20170720,79943.75
20170721,79006.25
20170725,81000.00
20170726,82375.00
20170727,82312.50
20170728,83212.50
20170731,84187.50
20170801,83175.00
20170802,83356.25
20170803,84850.00
20170804,84350.00
20170807,83637.50
20170808,84300.00
20170809,87275.00
20170810,87287.50
20170811,86987.50
20170814,85650.00
20170815,84350.00
20170816,84206.25
20170817,86825.00
20170818,86450.00
20170821,90187.50
20170822,90750.00
20170823,90187.50
20170824,93575.00
20170825,92700.00
20170828,91500.00
20170829,93800.00
20170830,92625.00
20170831,92181.25
20170901,93050.00
20170904,95887.50
20170905,95612.50
20170906,94262.50
20170907,95875.00
20170908,95500.00
20170911,90125.00
20170912,91150.00
20170913,92800.00
20170914,90587.50
20170915,88662.50
20170918,88325.00
20170919,88462.50
20170920,89037.50
20170921,89125.00
20170922,85950.00
20170925,85162.50
20170926,86206.25
20170927,85562.50
20170928,84525.00
20170929,85731.25
20170930,85731.25
20171003,85731.25
20171004,85731.25
20171005,85731.25
20171006,85731.25
20171009,87487.50
20171010,88568.75
